CASE,POPULATION13,BCPUBLICSERVICE13,COMPLETED13,OVERALLSCOPE13,POPULATION15,BCPUBLICSERVICE15,COMPLETED15,OVERALLSCOPE15,FRINGE_FLAG13,ORGID13,ORGANIZATION13,Engagement_13,Commitment_13,Job_Satisfaction_13,Org_Satisfaction_13,ENG_STATE_13,FRINGE_FLAG15,ORGID15,ORGANIZATION15,Engagement_15,Commitment_15,Job_Satisfaction_15,Org_Satisfaction_15,ENG_STATE_15
1670,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,83.33333333,100,75,75,Engaged
1671,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1675,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,62.5,0,100,Unhappily Dedicated,Core (not fringe),HERON,,100,100,100,100,Engaged
1676,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,66.66666667,50,75,75,Happily Detached
1678,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1681,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1682,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,41.66666667,75,25,25,Unhappily Dedicated,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1691,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1692,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,33.33333333,0,50,50,Minimally Engaged,Core (not fringe),HERON,,NA,NA,75,75,NA
1693,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,16.66666667,25,25,0,Disengaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1698,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1700,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged
1702,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,29.16666667,37.5,25,25,Disengaged,Core (not fringe),HERON,,29.16666667,37.5,25,25,Disengaged
1703,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,100,50,50,Unhappily Dedicated,Core (not fringe),HERON,,16.66666667,25,0,25,Disengaged
1704,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,83.33333333,75,75,100,Engaged,Core (not fringe),HERON,,83.33333333,100,75,75,Engaged
1708,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,83.33333333,100,100,50,Engaged
1709,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1710,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),HERON,,29.16666667,12.5,50,25,Disengaged
1712,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1713,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,20.83333333,37.5,25,0,Disengaged,Core (not fringe),HERON,,45.83333333,62.5,50,25,Unhappily Dedicated
1716,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
1720,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated
1724,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,87.5,25,75,Unhappily Dedicated,Core (not fringe),HERON,,83.33333333,100,75,75,Engaged
1728,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1730,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached,Core (not fringe),HERON,,66.66666667,50,75,75,Happily Detached
1732,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,75,25,25,Unhappily Dedicated,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1733,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,75,25,25,Unhappily Dedicated,Core (not fringe),HERON,,37.5,62.5,50,0,Unhappily Dedicated
1745,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1746,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),HERON,,70.83333333,87.5,50,75,Moderately Engaged
1747,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,62.5,87.5,75,25,Unhappily Dedicated
1751,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),HERON,,50,75,25,50,Unhappily Dedicated
1753,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,75,75,NA,Core (not fringe),HERON,,66.66666667,100,75,25,Unhappily Dedicated
1754,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1755,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,100,50,Engaged,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged
1756,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1758,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
1759,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1760,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1761,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,58.33333333,75,75,25,Unhappily Dedicated
1764,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1767,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),HERON,,45.83333333,62.5,50,25,Unhappily Dedicated
1768,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,50,100,75,Happily Detached,Core (not fringe),HERON,,79.16666667,62.5,75,100,Moderately Engaged
1770,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,33.33333333,25,25,50,Disengaged,Core (not fringe),HERON,,NA,NA,75,50,NA
1772,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,37.5,37.5,25,50,Disengaged,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1773,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,29.16666667,62.5,0,25,Unhappily Dedicated,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1774,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1775,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1777,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,29.16666667,37.5,25,25,Disengaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1781,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,54.16666667,62.5,75,25,Unhappily Dedicated,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1785,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),HERON,,91.66666667,100,75,100,Engaged
1786,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1787,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,25,25,50,0,Disengaged
1789,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,Core (not fringe),HERON,,0,0,0,0,Disengaged
1790,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged
1796,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged
1797,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1806,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1807,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,75,75,0,Unhappily Dedicated,Core (not fringe),HERON,,75,75,75,75,Engaged
1810,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached,Core (not fringe),HERON,,25,25,25,25,Disengaged
1811,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,50,25,50,Minimally Engaged,Core (not fringe),HERON,,45.83333333,37.5,75,25,Minimally Engaged
1812,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1814,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,50,75,75,Happily Detached,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
1816,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1818,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,NA,NA,50,75,NA
1820,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1822,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,87.5,50,50,Unhappily Dedicated,Core (not fringe),HERON,,58.33333333,75,75,25,Unhappily Dedicated
1823,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1824,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1826,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1832,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,75,25,Minimally Engaged,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached
1834,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,25,25,25,25,Disengaged,Core (not fringe),HERON,,50,50,25,75,Minimally Engaged
1840,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,91.66666667,100,75,100,Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1841,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,37.5,37.5,25,50,Disengaged
1842,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1844,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,29.16666667,37.5,50,0,Disengaged,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged
1845,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,79.16666667,87.5,100,50,Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1847,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached
1848,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,100,50,Moderately Engaged,Core (not fringe),HERON,,79.16666667,87.5,100,50,Engaged
1849,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
1850,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged
1852,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached,Core (not fringe),HERON,,70.83333333,62.5,100,50,Moderately Engaged
1853,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,75,50,NA,Core (not fringe),HERON,,NA,NA,50,25,NA
1854,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,41.66666667,75,0,50,Unhappily Dedicated,Core (not fringe),HERON,,0,0,0,0,Disengaged
1855,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,25,25,25,25,Disengaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1856,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,29.16666667,37.5,0,50,Disengaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1858,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,37.5,62.5,50,0,Unhappily Dedicated,Core (not fringe),HERON,,50,50,100,0,Minimally Engaged
1860,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged
1861,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,54.16666667,87.5,50,25,Unhappily Dedicated
1862,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1865,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged
1867,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1869,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,83.33333333,100,75,75,Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1872,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged
1873,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,83.33333333,100,100,50,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1875,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,83.33333333,100,75,75,Engaged
1876,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,45.83333333,62.5,50,25,Unhappily Dedicated,Core (not fringe),HERON,,75,75,75,75,Engaged
1878,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,Core (not fringe),HERON,,29.16666667,37.5,25,25,Disengaged
1881,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,79.16666667,62.5,75,100,Moderately Engaged,Core (not fringe),HERON,,91.66666667,75,100,100,Engaged
1882,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated
1884,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,83.33333333,100,100,50,Engaged,Core (not fringe),HERON,,83.33333333,75,100,75,Engaged
1886,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,29.16666667,12.5,75,0,Disengaged,Core (not fringe),HERON,,8.333333333,0,25,0,Disengaged
1887,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached
1888,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1890,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1892,In,In,Yes,In Scope,In,In,No,Not In Scope,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1895,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,87.5,87.5,100,75,Engaged,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged
1896,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,100,0,NA,Core (not fringe),HERON,,45.83333333,62.5,75,0,Unhappily Dedicated
1897,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1902,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1904,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,16.66666667,25,25,0,Disengaged,Core (not fringe),HERON,,25,25,25,25,Disengaged
1905,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated,Core (not fringe),HERON,,58.33333333,75,50,50,Unhappily Dedicated
1909,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1910,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,33.33333333,50,25,25,Minimally Engaged,Core (not fringe),HERON,,41.66666667,50,50,25,Minimally Engaged
1912,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached,Core (not fringe),HERON,,75,75,75,75,Engaged
1917,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,87.5,87.5,100,75,Engaged,Core (not fringe),HERON,,83.33333333,100,100,50,Engaged
1924,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1928,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1931,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1934,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,62.5,75,25,Unhappily Dedicated,Core (not fringe),HERON,,83.33333333,75,100,75,Engaged
1936,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1937,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,87.5,50,25,Unhappily Dedicated,Core (not fringe),HERON,,45.83333333,62.5,50,25,Unhappily Dedicated
1941,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged
1943,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,54.16666667,62.5,75,25,Unhappily Dedicated,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1950,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,20.83333333,37.5,0,25,Disengaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1951,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,75,75,75,Engaged,Core (not fringe),HERON,,0,0,0,0,Disengaged
1953,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,62.5,62.5,50,75,Moderately Engaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1954,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,8.333333333,25,0,0,Disengaged,Core (not fringe),HERON,,37.5,37.5,25,50,Disengaged
1955,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,25,50,NA,Core (not fringe),HERON,,41.66666667,25,50,50,Minimally Engaged
1958,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,75,50,NA,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1960,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,91.66666667,100,100,75,Engaged,Core (not fringe),HERON,,79.16666667,87.5,75,75,Engaged
1962,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,83.33333333,75,100,75,Engaged
1963,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged,Core (not fringe),HERON,,45.83333333,37.5,50,50,Minimally Engaged
1965,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,58.33333333,75,25,75,Unhappily Dedicated,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached
1967,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,79.16666667,62.5,100,75,Moderately Engaged
1969,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,83.33333333,75,100,75,Engaged
1971,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,20.83333333,12.5,25,25,Disengaged,Core (not fringe),HERON,,8.333333333,0,25,0,Disengaged
1972,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,Core (not fringe),HERON,,75,75,75,75,Engaged
1973,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,75,100,100,25,Moderately Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1976,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,75,75,50,100,Engaged
1977,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,70.83333333,62.5,75,75,Moderately Engaged,Core (not fringe),HERON,,95.83333333,87.5,100,100,Engaged
1978,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,100,100,100,100,Engaged,Core (not fringe),HERON,,100,100,100,100,Engaged
1979,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,0,0,0,0,Disengaged,Core (not fringe),HERON,,0,0,0,0,Disengaged
1980,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,4.166666667,12.5,0,0,Disengaged,Core (not fringe),HERON,,29.16666667,12.5,25,50,Disengaged
1989,In,In,Yes,In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged,Core (not fringe),HERON,,25,25,25,25,Disengaged
